term,frequency,total,idf
common.label,1,4074,8.31238059678675
smart,6,4074,6.520621127558696
ofcollect,2,4074,7.619233416226805
secrets.json,2,4074,7.619233416226805
stuck,9,4074,6.115156019450532
transact,12,4074,5.827473946998751
web,119,4074,3.5332571036752216
mutation.oncallrotationupd,6,4074,6.520621127558696
timelog,6,4074,6.520621127558696
devopsadoptionsnapshotconnect,4,4074,6.926086235666861
interfac,17,4074,5.4791672527305355
redesign,3,4074,7.213768308118642
gzip,2,4074,7.619233416226805
codesign,2,4074,7.619233416226805
mutation.projectsetcomplianceframework,4,4074,6.926086235666861
cijobartifactconnect,6,4074,6.520621127558696
intend,11,4074,5.914485323988381
mattermost,24,4074,5.1343267664388055
userstatu,6,4074,6.520621127558696
origin,4,4074,6.926086235666861
mutation.issuemovelist,6,4074,6.520621127558696
boardepicedg,6,4074,6.520621127558696
latest,38,4074,4.674794437060365
ubuntu/debian,3,4074,7.213768308118642
couldnt,6,4074,6.520621127558696
mutation.usercalloutcr,6,4074,6.520621127558696
vulnerabilityexternalissuelinktyp,6,4074,6.520621127558696
vulnerabilityexternalissuelinkconnect,6,4074,6.520621127558696
cite,3,4074,7.213768308118642
strongli,14,4074,5.673323267171493
projectstatist,6,4074,6.520621127558696
architectur,124,4074,3.492099031181714
around,18,4074,5.422008838890586
generalallowlist,3,4074,7.213768308118642
atom,3,4074,7.213768308118642
containerrepositorycleanupstatu,6,4074,6.520621127558696
independ,2,4074,7.619233416226805
obviou,3,4074,7.213768308118642
scanedg,6,4074,6.520621127558696
doctor,3,4074,7.213768308118642
kubernetes.log,3,4074,7.213768308118642
backup,77,4074,3.968575174933067
syscal,3,4074,7.213768308118642
pvc,2,4074,7.619233416226805
flow,29,4074,4.945084766800277
undo,12,4074,5.827473946998751
alter,6,4074,6.520621127558696
mutation.dastprofilecr,6,4074,6.520621127558696
element,43,4074,4.551180481093189
counts.incid,1,4074,8.31238059678675
bump,8,4074,6.2329390551069155
hierarchi,3,4074,7.213768308118642
browser,27,4074,5.016543730782422
requirementstatusfilt,6,4074,6.520621127558696
put,22,4074,5.221338143428436
vulnerabilitydetaillist,6,4074,6.520621127558696
counts.dast,1,4074,8.31238059678675
/dev/shm,3,4074,7.213768308118642
deployment.livenessprob,4,4074,6.926086235666861
tradit,3,4074,7.213768308118642
pipeline.job,6,4074,6.520621127558696
exit,7,4074,6.366470447731438
ciconfigne,6,4074,6.520621127558696
floc,3,4074,7.213768308118642
account,48,4074,4.44117958587886
hash,26,4074,5.054284058765269
testsuitesummari,6,4074,6.520621127558696
ciro,3,4074,7.213768308118642
jobartifactfiletyp,6,4074,6.520621127558696
folder,13,4074,5.7474312393252145
nuget,12,4074,5.827473946998751
exif,3,4074,7.213768308118642
13.0.1,3,4074,7.213768308118642
counts.featur,1,4074,8.31238059678675
propos,9,4074,6.115156019450532
datadog,2,4074,7.619233416226805
primary.example.com,3,4074,7.213768308118642
//docs.gitlab.com/omnibus/docker/,3,4074,7.213768308118642
multiplex,6,4074,6.520621127558696
mysql,11,4074,5.914485323988381
bulk,21,4074,5.267858159063328
noauth,2,4074,7.619233416226805
harm,3,4074,7.213768308118642
elect,3,4074,7.213768308118642
investig,3,4074,7.213768308118642
ssl/tl,8,4074,6.2329390551069155
wish,8,4074,6.2329390551069155
wal,2,4074,7.619233416226805
haml/rail,3,4074,7.213768308118642
anoth,24,4074,5.1343267664388055
project.alertmanagementalert,6,4074,6.520621127558696
jiraproject,6,4074,6.520621127558696
hard,13,4074,5.7474312393252145
wai,94,4074,3.7690858145167474
terraformstateversionregistryedg,6,4074,6.520621127558696
waf,2,4074,7.619233416226805
reinstat,3,4074,7.213768308118642
mutation.createsnippet,6,4074,6.520621127558696
object/record,3,4074,7.213768308118642
bleed,8,4074,6.2329390551069155
tfvc,3,4074,7.213768308118642
mutation.pipelinedestroi,6,4074,6.520621127558696
preparedstat,4,4074,6.926086235666861
debian,16,4074,5.53979187454697
repair,3,4074,7.213768308118642
leader,6,4074,6.520621127558696
containerexpirationpolicyolderthanenum,6,4074,6.520621127558696
post,46,4074,4.483739200297656
kuberneteslifecycletcpsocket,1,4074,8.31238059678675
counts.remot,1,4074,8.31238059678675
mergerequestreviewer.reviewrequestedmergerequest,6,4074,6.520621127558696
mutation.awardemojiremov,6,4074,6.520621127558696
req/sec,6,4074,6.520621127558696
oswaldo,3,4074,7.213768308118642
pry,5,4074,6.70294268435265
aggreg,12,4074,5.827473946998751
onto,6,4074,6.520621127558696
office365,2,4074,7.619233416226805
ldap.serv,4,4074,6.926086235666861
pro,6,4074,6.520621127558696
mergerequestassignee.snippet,6,4074,6.520621127558696
billabl,12,4074,5.827473946998751
personal/project,3,4074,7.213768308118642
hybrid,11,4074,5.914485323988381
dastsiteprofileconnect,6,4074,6.520621127558696
testcasestatu,6,4074,6.520621127558696
pre,42,4074,4.574710978503383
deviat,4,4074,6.926086235666861
port,61,4074,4.20150673261344
timelin,9,4074,6.115156019450532
commun,63,4074,4.169245870395218
batch,28,4074,4.980176086611547
small,10,4074,6.009795503792706
packagesnugetdependencylinkmetadatumid,4,4074,6.926086235666861
recreat,15,4074,5.604330395684541
projectconnect,6,4074,6.520621127558696
pageinfo,6,4074,6.520621127558696
latenc,6,4074,6.520621127558696
exmail,2,4074,7.619233416226805
terraformst,6,4074,6.520621127558696
shown,13,4074,5.7474312393252145
realli,9,4074,6.115156019450532
mutation.prometheusintegrationupd,6,4074,6.520621127558696
board,26,4074,5.054284058765269
phpunit,3,4074,7.213768308118642
subproject,2,4074,7.619233416226805
wipe,3,4074,7.213768308118642
project.job,6,4074,6.520621127558696
year,3,4074,7.213768308118642
gitlabso,6,4074,6.520621127558696
unassign,6,4074,6.520621127558696
http,102,4074,3.68740778350248
integr,247,4074,2.802992260158774
microsoft,39,4074,4.6488189506571045
exec,3,4074,7.213768308118642
instruct,55,4074,4.3050474115542805
mavenmetadata,6,4074,6.520621127558696
cryptograph,3,4074,7.213768308118642
awardableid,6,4074,6.520621127558696
insomnia,3,4074,7.213768308118642
azur,41,4074,4.598808530082443
ensur,102,4074,3.68740778350248
regular,24,4074,5.1343267664388055
hand,6,4074,6.520621127558696
create/edit,3,4074,7.213768308118642
cloud,113,4074,3.5849927780744104
12.2.0,3,4074,7.213768308118642
vhost,2,4074,7.619233416226805
sync/verif,3,4074,7.213768308118642
eager,3,4074,7.213768308118642
vision,11,4074,5.914485323988381
statu,113,4074,3.5849927780744104
algolia,3,4074,7.213768308118642
mutation.escalationpolicycr,4,4074,6.926086235666861
global.psql.usernam,4,4074,6.926086235666861
expos,15,4074,5.604330395684541
releasesort,6,4074,6.520621127558696
cat/health,3,4074,7.213768308118642
quickstart,2,4074,7.619233416226805
cve,9,4074,6.115156019450532
registr,23,4074,5.176886380857601
haml,16,4074,5.53979187454697
state,54,4074,4.323396550222477
corpu,6,4074,6.520621127558696
6.0.10,2,4074,7.619233416226805
iterationst,6,4074,6.520621127558696
monthli,11,4074,5.914485323988381
ciconfigjobrestrict,6,4074,6.520621127558696
query.project,6,4074,6.520621127558696
pod,40,4074,4.623501142672815
analyticsdevopsadoptionenablednamespaceid,4,4074,6.926086235666861
snippetconnect,6,4074,6.520621127558696
disjunct,2,4074,7.619233416226805
firewal,15,4074,5.604330395684541
oncallrotationdateinputtyp,6,4074,6.520621127558696
user.assignedmergerequest,6,4074,6.520621127558696
serv,29,4074,4.945084766800277
requir,472,4074,2.1554016112011958
poor,2,4074,7.619233416226805
cut,7,4074,6.366470447731438
exce,9,4074,6.115156019450532
testcaseconnect,6,4074,6.520621127558696
pick,19,4074,5.3679416176203105
counts.alert,1,4074,8.31238059678675
v7.8,3,4074,7.213768308118642
cigroupedg,6,4074,6.520621127558696
v7.7,3,4074,7.213768308118642
pool,12,4074,5.827473946998751
df.eu,2,4074,7.619233416226805
util,28,4074,4.980176086611547
halt,3,4074,7.213768308118642
restrict,67,4074,4.107687977395785
stash,6,4074,6.520621127558696
json.log,3,4074,7.213768308118642
broader,5,4074,6.70294268435265
wasnt,3,4074,7.213768308118642
million,6,4074,6.520621127558696
close,42,4074,4.574710978503383
diffnoteid,6,4074,6.520621127558696
counts.contain,1,4074,8.31238059678675
sentryerror,6,4074,6.520621127558696
cto,3,4074,7.213768308118642
httprang,3,4074,7.213768308118642
start,258,4074,2.759421011865134
whitelist,8,4074,6.2329390551069155
counts.terraform,1,4074,8.31238059678675
ctl,6,4074,6.520621127558696
botelho,3,4074,7.213768308118642
load‐balanc,3,4074,7.213768308118642
project.citempl,6,4074,6.520621127558696
will,85,4074,3.8697293402964346
screenshot,12,4074,5.827473946998751
left,12,4074,5.827473946998751
cta,1,4074,8.31238059678675
burnup,3,4074,7.213768308118642
pipeline.testsuit,6,4074,6.520621127558696
confluenc,3,4074,7.213768308118642
customemoji,6,4074,6.520621127558696
repack,3,4074,7.213768308118642
csv,15,4074,5.604330395684541
entrypoint,5,4074,6.70294268435265
werner,3,4074,7.213768308118642
mutation.dastsitevalidationcr,6,4074,6.520621127558696
sometim,72,4074,4.0357144777706955
current,175,4074,3.147594622863237
css,12,4074,5.827473946998751
pattern,37,4074,4.701462684142527
testreportedg,6,4074,6.520621127558696
guarante,10,4074,6.009795503792706
composit,3,4074,7.213768308118642
short,10,4074,6.009795503792706
netcup,2,4074,7.619233416226805
opportun,2,4074,7.619233416226805
s/mime,8,4074,6.2329390551069155
subtre,3,4074,7.213768308118642
csi,2,4074,7.619233416226805
listlimitmetr,6,4074,6.520621127558696
containerexpirationpolicycadenceenum,6,4074,6.520621127558696
currenc,3,4074,7.213768308118642
webservic,21,4074,5.267858159063328
flood,3,4074,7.213768308118642
wiki,45,4074,4.505718107016431
consider,28,4074,4.980176086611547
subnet,3,4074,7.213768308118642
vuex,12,4074,5.827473946998751
throughout,2,4074,7.619233416226805
inventori,7,4074,6.366470447731438
mutation.bulkfindorcreatedevopsadoptionseg,2,4074,7.619233416226805
libjpeg,2,4074,7.619233416226805
mutation.updatecontainerexpirationpolici,6,4074,6.520621127558696
usercallout,6,4074,6.520621127558696
common,134,4074,3.4145407968358397
notif,70,4074,4.063885354737392
notic,9,4074,6.115156019450532
negatedepicboardissueinput,6,4074,6.520621127558696
devopsadoptionenablednamespaceconnect,4,4074,6.926086235666861
poll,10,4074,6.009795503792706
codebas,22,4074,5.221338143428436
reactiv,3,4074,7.213768308118642
rebas,15,4074,5.604330395684541
packagefileconnect,6,4074,6.520621127558696
mutation.cijobtokenscopeaddproject,4,4074,6.926086235666861
denylist,5,4074,6.70294268435265
x.509,9,4074,6.115156019450532
resources.yml,5,4074,6.70294268435265
tradeoff,3,4074,7.213768308118642
incidentmanagementoncallscheduleedg,6,4074,6.520621127558696
contain,219,4074,2.9233088669702503
interest,14,4074,5.673323267171493
openapi,15,4074,5.604330395684541
runbook,5,4074,6.70294268435265
testsuitesummaryedg,6,4074,6.520621127558696
schema.rb,3,4074,7.213768308118642
sent,6,4074,6.520621127558696
query.licensehistoryentri,6,4074,6.520621127558696
sens,2,4074,7.619233416226805
either,3,4074,7.213768308118642
proper,8,4074,6.2329390551069155
carrierwav,3,4074,7.213768308118642
redund,4,4074,6.926086235666861
mergerequestassignee.assignedmergerequest,6,4074,6.520621127558696
bidirect,3,4074,7.213768308118642
potenti,29,4074,4.945084766800277
schema1,4,4074,6.926086235666861
click,19,4074,5.3679416176203105
onli,173,4074,3.1590890022889724
send,35,4074,4.757032535297338
jira,37,4074,4.701462684142527
cost,7,4074,6.366470447731438
settings.oper,1,4074,8.31238059678675
analyticsdevopsadoptionsegmentid,2,4074,7.619233416226805
uppercas,2,4074,7.619233416226805
mutation.oncallrotationcr,6,4074,6.520621127558696
query.currentus,6,4074,6.520621127558696
suse/sl,3,4074,7.213768308118642
someth,6,4074,6.520621127558696
mutation.updaterequir,6,4074,6.520621127558696
cpu,25,4074,5.093504771918551
internation,12,4074,5.827473946998751
html,17,4074,5.4791672527305355
newli,2,4074,7.619233416226805
mutation.dastsiteprofilecr,6,4074,6.520621127558696
expir,31,4074,4.8783933923016045
keycloak,2,4074,7.619233416226805
probabl,5,4074,6.70294268435265
semi,3,4074,7.213768308118642
pip,5,4074,6.70294268435265
helmfile.yml,2,4074,7.619233416226805
undef,3,4074,7.213768308118642
pin,17,4074,5.4791672527305355
truncat,3,4074,7.213768308118642
stand,2,4074,7.619233416226805
mutation.mergerequestreviewerrereview,6,4074,6.520621127558696
designmanagement.vers,6,4074,6.520621127558696
clone,78,4074,3.9556717700971595
pid,3,4074,7.213768308118642
javascript,36,4074,4.728861658330641
mergerequestassigneeedg,6,4074,6.520621127558696
sastciconfigurationentityedg,6,4074,6.520621127558696
vue,41,4074,4.598808530082443
numer,5,4074,6.70294268435265
cop,3,4074,7.213768308118642
ereview,3,4074,7.213768308118642
con,3,4074,7.213768308118642
packagesconanfilemetadatumid,6,4074,6.520621127558696
13.6.0,3,4074,7.213768308118642
core,23,4074,5.176886380857601
leverag,13,4074,5.7474312393252145
¯\＿ツ＿/¯,3,4074,7.213768308118642
sell,1,4074,8.31238059678675
total,18,4074,5.422008838890586
dispatch,6,4074,6.520621127558696
availabilityenum,6,4074,6.520621127558696
networkpolicykind,4,4074,6.926086235666861
php,10,4074,6.009795503792706
gnupg,2,4074,7.619233416226805
leav,6,4074,6.520621127558696
self,67,4074,4.107687977395785
supplement,1,4074,8.31238059678675
ciconfigneedconnect,6,4074,6.520621127558696
polyfil,3,4074,7.213768308118642
designconnect,6,4074,6.520621127558696
point,23,4074,5.176886380857601
clustersagentid,6,4074,6.520621127558696
type,183,4074,3.1028944439453303
leak,6,4074,6.520621127558696
grafanaintegr,6,4074,6.520621127558696
glossari,30,4074,4.911183215124596
buildkit,3,4074,7.213768308118642
toggl,10,4074,6.009795503792706
counts.upload,1,4074,8.31238059678675
veloc,3,4074,7.213768308118642
lead,9,4074,6.115156019450532
correl,21,4074,5.267858159063328
desir,3,4074,7.213768308118642
mutation.destroyboardlist,6,4074,6.520621127558696
vulnerableprojectsbygrad,6,4074,6.520621127558696
hassl,2,4074,7.619233416226805
famous,3,4074,7.213768308118642
employe,1,4074,8.31238059678675
cng,3,4074,7.213768308118642
flag,161,4074,3.230976231802288
boardepic.refer,6,4074,6.520621127558696
vault,14,4074,5.673323267171493
cidr,3,4074,7.213768308118642
stale,6,4074,6.520621127558696
work,359,4074,2.429058208298472
toyaml,2,4074,7.619233416226805
designfield,6,4074,6.520621127558696
word,16,4074,5.53979187454697
github,34,4074,4.78602007217059
ecosystem,2,4074,7.619233416226805
runners.virtualbox,2,4074,7.619233416226805
copi,60,4074,4.21803603456465
imagepullbackoff,5,4074,6.70294268435265
approach,21,4074,5.267858159063328
twitter,5,4074,6.70294268435265
flowchart,6,4074,6.520621127558696
labelconnect,6,4074,6.520621127558696
query.designmanag,6,4074,6.520621127558696
temporarili,5,4074,6.70294268435265
packagegroupsort,6,4074,6.520621127558696
whenev,18,4074,5.422008838890586
propag,5,4074,6.70294268435265
push,128,4074,3.460350332867134
cmd,2,4074,7.619233416226805
epicissueconnect,6,4074,6.520621127558696
selenium,3,4074,7.213768308118642
imper,3,4074,7.213768308118642
commit,126,4074,3.4760986898352733
manifest,20,4074,5.31664832323276
usercore.assignedmergerequest,6,4074,6.520621127558696
gitignor,3,4074,7.213768308118642
scanexecutionpolici,4,4074,6.926086235666861
contributor,10,4074,6.009795503792706
gmail,8,4074,6.2329390551069155
backward,5,4074,6.70294268435265
yahoo,2,4074,7.619233416226805
check,265,4074,2.7326507708005288
integer/str,3,4074,7.213768308118642
query.namespac,6,4074,6.520621127558696
counts.network,1,4074,8.31238059678675
cli,44,4074,4.52819096286849
contact,14,4074,5.673323267171493
per,46,4074,4.483739200297656
e.g,3,4074,7.213768308118642
purg,6,4074,6.520621127558696
milestonesort,4,4074,6.926086235666861
pure,3,4074,7.213768308118642
hack,2,4074,7.619233416226805
logging/user/events/failedmount,3,4074,7.213768308118642
everyth,12,4074,5.827473946998751
someon,3,4074,7.213768308118642
notabl,6,4074,6.520621127558696
wide,23,4074,5.176886380857601
memberinterfaceedg,6,4074,6.520621127558696
emerg,3,4074,7.213768308118642
tutori,17,4074,5.4791672527305355
composermetadata,6,4074,6.520621127558696
semant,3,4074,7.213768308118642
self.react,3,4074,7.213768308118642
usercore.starredproject,6,4074,6.520621127558696
complex,44,4074,4.52819096286849
highlight,28,4074,4.980176086611547
complet,57,4074,4.269329328952201
authorizedprincipalscommand,3,4074,7.213768308118642
iterationid,6,4074,6.520621127558696
webkit,3,4074,7.213768308118642
apollo,6,4074,6.520621127558696
discov,8,4074,6.2329390551069155
licensee.email,1,4074,8.31238059678675
statevers,3,4074,7.213768308118642
notat,3,4074,7.213768308118642
privaci,5,4074,6.70294268435265
zero,25,4074,5.093504771918551
indic,18,4074,5.422008838890586
eventconnect,6,4074,6.520621127558696
primarili,3,4074,7.213768308118642
ampa,3,4074,7.213768308118642
alertmanagementstatu,6,4074,6.520621127558696
cheat,6,4074,6.520621127558696
bootstrapvu,3,4074,7.213768308118642
mixtur,3,4074,7.213768308118642
vpc,3,4074,7.213768308118642
nameid,6,4074,6.520621127558696
commitstatusid,6,4074,6.520621127558696
dangerbot,3,4074,7.213768308118642
mutation.projectsetlock,4,4074,6.926086235666861
come,22,4074,5.221338143428436
evalu,7,4074,6.366470447731438
tabindex,3,4074,7.213768308118642
whitespac,3,4074,7.213768308118642
recoveri,30,4074,4.911183215124596
dastsiteprofileedg,6,4074,6.520621127558696
stabil,5,4074,6.70294268435265
quarter,5,4074,6.70294268435265
prefix,19,4074,5.3679416176203105
vulnerabilitydetailmoduleloc,6,4074,6.520621127558696
newer,11,4074,5.914485323988381
captur,3,4074,7.213768308118642
excit,3,4074,7.213768308118642
elasticsearch.log,3,4074,7.213768308118642
mergerequestassignee.timelog,4,4074,6.926086235666861
systemd,3,4074,7.213768308118642
wrangl,3,4074,7.213768308118642
traffic,22,4074,5.221338143428436
project.iterationcad,6,4074,6.520621127558696
visibl,27,4074,5.016543730782422
exactli,3,4074,7.213768308118642
reflect,3,4074,7.213768308118642
provis,11,4074,5.914485323988381
prefil,11,4074,5.914485323988381
cold,3,4074,7.213768308118642
amp1,2,4074,7.619233416226805
radio,3,4074,7.213768308118642
webdriverio,3,4074,7.213768308118642
containerrepositori,6,4074,6.520621127558696
projectmemberrel,6,4074,6.520621127558696
noteableid,6,4074,6.520621127558696
session,29,4074,4.945084766800277
group.mileston,6,4074,6.520621127558696
diffpositiontyp,6,4074,6.520621127558696
stage,70,4074,4.063885354737392
unarchiv,6,4074,6.520621127558696
provid,268,4074,2.7213936162758943
blacklist,2,4074,7.619233416226805
scanexecutionpolicyedg,4,4074,6.926086235666861
bash,2,4074,7.619233416226805
reconcili,5,4074,6.70294268435265
postrec,3,4074,7.213768308118642
base,135,4074,3.4071058183483216
replica,18,4074,5.422008838890586
unrespons,6,4074,6.520621127558696
seed,14,4074,5.673323267171493
unblock,6,4074,6.520621127558696
weightwildcardid,6,4074,6.520621127558696
apdex,1,4074,8.31238059678675
unavail,11,4074,5.914485323988381
dogfood,3,4074,7.213768308118642
first,89,4074,3.823744227054611
user/group,3,4074,7.213768308118642
paa,6,4074,6.520621127558696
reconfigur,11,4074,5.914485323988381
debugg,6,4074,6.520621127558696
index,63,4074,4.169245870395218
ciminutesprojectmonthlyusageconnect,4,4074,6.926086235666861
tiago,3,4074,7.213768308118642
enforc,31,4074,4.8783933923016045
comparison,13,4074,5.7474312393252145
defin,117,4074,3.550206661988995
exist,161,4074,3.230976231802288
bare,3,4074,7.213768308118642
salesforc,3,4074,7.213768308118642
depict,3,4074,7.213768308118642
end‐us,3,4074,7.213768308118642
flexibl,2,4074,7.619233416226805
vast,9,4074,6.115156019450532
mutation.createrequir,6,4074,6.520621127558696
iso,6,4074,6.520621127558696
gitlab/,2,4074,7.619233416226805
redcarpet,3,4074,7.213768308118642
3.0.0,2,4074,7.619233416226805
mutation.configuresast,6,4074,6.520621127558696
everyon,21,4074,5.267858159063328
onboard,3,4074,7.213768308118642
networkpolicyconnect,4,4074,6.926086235666861
intellig,15,4074,5.604330395684541
group.label,6,4074,6.520621127558696
iterationscadenceid,6,4074,6.520621127558696
european,2,4074,7.619233416226805
puma,36,4074,4.728861658330641
platform,26,4074,5.054284058765269
conflict,18,4074,5.422008838890586
certif,57,4074,4.269329328952201
unresolv,9,4074,6.115156019450532
crawl,6,4074,6.520621127558696
assist,4,4074,6.926086235666861
incidentmanagementoncallrot,6,4074,6.520621127558696
reorder,12,4074,5.827473946998751
pull,31,4074,4.8783933923016045
budget,3,4074,7.213768308118642
v,20,4074,5.31664832323276
u,14,4074,5.673323267171493
q,3,4074,7.213768308118642
o,7,4074,6.366470447731438
vari,3,4074,7.213768308118642
n,6,4074,6.520621127558696
dcng,3,4074,7.213768308118642
free,63,4074,4.169245870395218
mutation.labelcr,6,4074,6.520621127558696
irc,6,4074,6.520621127558696
user.reviewrequestedmergerequest,6,4074,6.520621127558696
j,12,4074,5.827473946998751
sendgrid,2,4074,7.619233416226805
geonode.pipelineartifactregistri,6,4074,6.520621127558696
negatedboardissueinput,6,4074,6.520621127558696
iterationcr,4,4074,6.926086235666861
securityreportsummari,6,4074,6.520621127558696
codecoverageactivityconnect,6,4074,6.520621127558696
e,3,4074,7.213768308118642
daemon,22,4074,5.221338143428436
c,2,4074,7.619233416226805
accomplish,3,4074,7.213768308118642
prefer,42,4074,4.574710978503383
float,6,4074,6.520621127558696
master,10,4074,6.009795503792706
packagefilemetadata,6,4074,6.520621127558696
linter,3,4074,7.213768308118642
gitaly.serv,1,4074,8.31238059678675
stack,17,4074,5.4791672527305355
replication/verif,3,4074,7.213768308118642
callback,5,4074,6.70294268435265
clock,3,4074,7.213768308118642
mutation.pipelinecancel,6,4074,6.520621127558696
categor,9,4074,6.115156019450532
requirementedg,6,4074,6.520621127558696
mutation.discussiontoggleresolv,6,4074,6.520621127558696
seat,8,4074,6.2329390551069155
press,2,4074,7.619233416226805
apt/yum,2,4074,7.619233416226805
packagetag,6,4074,6.520621127558696
subqueri,3,4074,7.213768308118642
factori,9,4074,6.115156019450532
previou,15,4074,5.604330395684541
subgit,3,4074,7.213768308118642
stabl,12,4074,5.827473946998751
havent,2,4074,7.619233416226805
postgresql.instal,5,4074,6.70294268435265
guidelin,116,4074,3.5587904056803863
emphas,3,4074,7.213768308118642
sastciconfigurationanalyzersentityedg,6,4074,6.520621127558696
superscript,3,4074,7.213768308118642
bang,3,4074,7.213768308118642
constant,3,4074,7.213768308118642
conanmetadata,6,4074,6.520621127558696
via,22,4074,5.221338143428436
declarativepolici,3,4074,7.213768308118642
curl,6,4074,6.520621127558696
metricsdashboardannotationid,6,4074,6.520621127558696
autoscal,8,4074,6.2329390551069155
memorykil,3,4074,7.213768308118642
clustersagenttokenid,6,4074,6.520621127558696
commitconnect,6,4074,6.520621127558696
untrack,3,4074,7.213768308118642
shouldnt,3,4074,7.213768308118642
mutation.httpintegrationdestroi,6,4074,6.520621127558696
pivot,4,4074,6.926086235666861
usagedatanonsqlmetr,3,4074,7.213768308118642
technologyi,2,4074,7.619233416226805
reaction,3,4074,7.213768308118642
forbidden,2,4074,7.619233416226805
feature/endpoint,3,4074,7.213768308118642
longer,10,4074,6.009795503792706
mutation.updateep,6,4074,6.520621127558696
assum,42,4074,4.574710978503383
mutation.createdevopsadoptionseg,2,4074,7.619233416226805
scannedresourc,6,4074,6.520621127558696
rebuild,6,4074,6.520621127558696
devopsadoptionsnapshot,6,4074,6.520621127558696
research,6,4074,6.520621127558696
counts.snippet,1,4074,8.31238059678675
guidanc,12,4074,5.827473946998751
edit,219,4074,2.9233088669702503
descript,114,4074,3.5761821483922556
defaultbucket,4,4074,6.926086235666861
dinahost,2,4074,7.619233416226805
project.board,6,4074,6.520621127558696
int,6,4074,6.520621127558696
